Varianza,Rango,SMA Fine,SMA Coarse,Media del espectro,Crepitancias,Sibilancias,Normal,Sibilancias y Crepitancias,Estado
9.259606467759548e-07,0.011343373575850413,0.07895704391388463,1.8694435081374172,8.446500453926199e-11,0,0,1,0,0
1.975579113996968e-06,0.01612759690545678,0.10801365582894057,4.568845209847652,1.8225885457917953e-10,0,1,0,0,2
2.256478934886703e-06,0.014286358018242861,0.10270834956922306,5.185242811456547,2.0537692302398145e-10,0,1,0,0,2
1.8669568428314666e-06,0.01258355515043046,0.09881244621090209,4.664592751731043,1.704216794718374e-10,0,1,0,0,2
1.9037871388070227e-06,0.016061296698657208,0.10899803746870836,4.585501770035626,1.7688172017229004e-10,0,1,0,0,2
1.4531453375351236e-06,0.007425767562204184,0.05394341241845613,0.5142918021483011,1.3201500425386645e-10,0,0,1,0,0
5.943248216346251e-06,0.028832593103907796,0.21281264264331884,8.638126169117525,5.390226195786671e-10,0,0,0,1,3
1.0656902377082285e-05,0.033532845253199176,0.2804477077505526,11.032716395362238,9.53046171009413e-10,0,0,0,1,3
9.722989430832827e-06,0.03185665052962793,0.26213381272766917,11.981422935673343,8.855590805592619e-10,0,1,0,0,2
9.793335338441556e-06,0.027615452214514214,0.22514644116961963,11.310423457292195,8.849466707012993e-10,0,0,0,1,3
4.9050030779669835e-06,0.023742909309208096,0.14706217465477506,1.8861209211207495,4.368338652978169e-10,0,1,0,0,2
3.6393285331088436e-07,0.006051996996351412,0.06619539893680193,3.5661244069747386,3.3230904224189995e-11,0,0,1,0,0
2.663480154547971e-07,0.005219605989269217,0.06752237216419042,3.3473760927739815,2.4010999351124762e-11,0,0,1,0,0
2.6771039592297274e-07,0.005162328567569574,0.06725495477091814,3.3180279526543472,2.452496947537675e-11,0,0,1,0,0
2.4716967448644297e-07,0.005997326030110096,0.06357437841493958,3.07279208490801,2.2566537416071768e-11,0,0,1,0,0
2.3763904946327717e-07,0.005175750639136334,0.06050453040964432,1.4427035199038745,2.1095021209673953e-11,0,0,1,0,0
4.629661790789584e-07,0.006214260986261769,0.04307950180131896,1.9229125589511638,4.217295982369187e-11,0,0,1,0,0
4.5990741818282184e-07,0.006064294069711722,0.04606044555816596,2.534565975972543,4.154128503037085e-11,0,1,0,0,2
7.017057459492937e-07,0.0077719611504098104,0.055836988564021056,2.573511020394602,6.316533116338159e-11,0,1,0,0,2
5.330876519029745e-07,0.0074424926532875866,0.0435998793780564,2.8028742828768416,4.807186233821186e-11,0,1,0,0,2
4.973779399302034e-07,0.006792052795517478,0.045446069494901625,1.6226100483048076,4.475512452372727e-11,0,1,0,0,2
1.7569531911376846e-06,0.011910953715773137,0.07751366328227352,2.1557999402351995,1.5978778116363031e-10,0,0,1,0,0
2.2245342323315627e-06,0.012732800478632237,0.09100872345043193,4.385098040880312,2.0490682618154038e-10,0,1,0,0,2
2.8341092637507477e-06,0.016388550331450917,0.1059740218125606,4.9458169784449115,2.598838359859718e-10,0,0,1,0,0
2.159198231207771e-06,0.013895893978976084,0.09634131709209985,4.265656008072729,1.9760543324389805e-10,0,1,0,0,2
2.3280333247724616e-06,0.015045925496322294,0.08507960984919895,3.526520036755845,2.1134421235901595e-10,0,1,0,0,2
2.1655277807997867e-05,0.03205062402617172,0.28711628803649963,8.23575040180665,1.954756515913491e-09,0,0,0,1,3
1.1000425726880701e-05,0.03228045130254337,0.27687443215036694,11.932290623801073,9.972307162416606e-10,0,0,0,1,3
1.112674716402238e-05,0.03250423876074411,0.24994876327363513,11.739163326985818,9.841772782392256e-10,0,0,0,1,3
1.1146250642916293e-05,0.03094149072943239,0.2799654673524731,12.594828965751738,1.0105117679888291e-09,0,0,0,1,3
1.1301728115563443e-05,0.03345594906011019,0.32110604163837975,12.59579053279389,1.01930635031009e-09,0,0,0,1,3
1.014978731755432e-05,0.03007843634556511,0.21537902238785145,1.4973798911123504,9.791184029295893e-10,0,0,0,1,3
4.128076091857902e-07,0.007275599476905028,0.043482403126956844,0.6113800441967967,3.723285071329706e-11,1,0,0,0,1
5.114673367408709e-07,0.007281767720148796,0.04106752647950448,1.286114954219078,4.6676952790701216e-11,1,0,0,0,1
5.183860353157497e-07,0.007285398132411828,0.041051606361311395,1.251413675765709,4.72848833990483e-11,1,0,0,0,1
4.960543912379551e-07,0.007207350328311169,0.04426488989182516,1.12507978683069,4.530502880559631e-11,1,0,0,0,1
4.849994251712845e-07,0.0069048211813557345,0.050553245998637295,1.43193799332728,4.413330051499017e-11,1,0,0,0,1
5.142664589851567e-07,0.006906626610756083,0.04744364913491873,1.266019649768405,4.577335890106117e-11,1,0,0,0,1
6.486023245681633e-07,0.008402683233877536,0.05001395459427045,1.2981008677075752,6.01177332214665e-11,1,0,0,0,1
5.814069231494259e-07,0.0074341114964215135,0.04840642966954267,1.384721514763845,5.202427060155264e-11,1,0,0,0,1
1.4446001077268525e-06,0.007630155828892517,0.051891448981731064,0.5919490760658851,1.3368556194603162e-10,1,0,0,0,1
1.795284798995599e-06,0.012778170583989428,0.08649434184057621,0.7740506464460094,1.6086097761913137e-10,0,0,1,0,0
2.9522460732588868e-06,0.015557710269502105,0.1310577144109943,1.7880906663685676,2.68772775608669e-10,0,0,1,0,0
3.2863684636771e-06,0.01739798716028141,0.13674486428451,2.17730226251399,2.95082744423933e-10,0,0,1,0,0
3.133793238659094e-06,0.0165965565648381,0.11814466963769597,2.218489114011984,2.838427687696561e-10,0,0,1,0,0
3.647196156269549e-06,0.016325655048943045,0.13219715409471272,2.283364871000855,3.269430034513914e-10,0,0,1,0,0
5.364582178743134e-06,0.017324691017771864,0.14371075447475493,2.85439780436661,4.843289681822804e-10,0,0,1,0,0
3.7675521050843043e-06,0.020110275094614487,0.13561243922216884,2.535824364627648,3.418113077794681e-10,0,0,1,0,0
5.891499461316775e-06,0.015594711649189349,0.15250620443212423,2.463567072000369,5.604465388451938e-10,0,0,1,0,0
5.600238007317532e-06,0.021158168564948225,0.1592368043046321,2.2151901705981216,5.333356647880575e-10,0,0,1,0,0
3.5272734865989538e-06,0.016434448115518314,0.14685515847540062,1.7263499625678873,3.2292501082250776e-10,0,0,1,0,0
2.8570027924965835e-06,0.015817872120292592,0.13041005439933895,1.8642754532654293,2.600635456467576e-10,0,0,1,0,0
2.946483505532053e-06,0.013981784762250902,0.13057172344479523,2.0886641759471907,2.787446258962165e-10,0,0,1,0,0
3.788403623336351e-06,0.017407157339002624,0.13860050698386872,2.1854824059505473,3.3963856467185233e-10,0,0,1,0,0
3.7780333598133253e-06,0.0194462249494698,0.14551410948535187,1.9448652008604563,3.484814540584598e-10,0,0,1,0,0
3.7348367310238666e-06,0.014785689308949725,0.12381733731711797,1.7338302051115173,3.44827627883093e-10,0,0,1,0,0
2.9613820774812564e-06,0.016184279332866123,0.13427184035966394,1.7984786559696615,2.753490951706761e-10,0,0,1,0,0
3.394045484842022e-06,0.01999680038284656,0.13302881794934324,2.119070885912009,3.1251837210685704e-10,0,0,1,0,0
4.6273903453219555e-06,0.015044550138182866,0.11308372890277303,0.7352358116269465,3.8189419417468425e-10,0,0,1,0,0
1.527414409141195e-05,0.03677502489309617,0.18529704214663423,6.21096302614795,9.52141782665205e-10,0,0,1,0,0
1.1747203136868888e-05,0.031076681212250844,0.204305156159316,5.552654803795013,9.39741331508041e-10,0,0,1,0,0
1.1387209082930214e-05,0.03473088747425722,0.2189406114961779,5.163020795263482,9.97358298584542e-10,0,0,1,0,0
1.079958055760924e-05,0.032789637220709315,0.19626616005213787,5.1581109608477425,9.971861234493471e-10,0,0,1,0,0
1.582464987692438e-05,0.032184390260226646,0.23445917084810405,4.634029226367572,1.4658323680639597e-09,0,0,1,0,0
1.4378929652863988e-05,0.036140572667698406,0.22804553623548618,7.1064007518572945,1.1367241300848646e-09,0,0,1,0,0
9.598120242529182e-06,0.029962507176981783,0.19304320367873845,4.608239276009776,8.583185900091177e-10,0,0,1,0,0
9.969545584994814e-06,0.02926932093754164,0.18545494438118723,3.7092393199127685,8.259553256821399e-10,0,0,1,0,0
1.1170478026642538e-05,0.032381501559132386,0.223070003050635,4.962137089826674,1.0102930053884795e-09,0,0,1,0,0
1.282192665328205e-05,0.028729367001715564,0.2220447615240528,3.1601450843680037,1.0891015425352146e-09,0,0,1,0,0
1.706539945149937e-05,0.031662234162352344,0.35193027730949517,3.949408088208986,1.602395064447409e-09,0,0,1,0,0
2.0959145957208214e-05,0.04174117790429013,0.3366496364173563,12.002446120491324,1.935212070485144e-09,0,0,1,0,0
1.6836945640056053e-05,0.04508159919776534,0.3576233555524623,11.400541092211007,1.564311937519289e-09,0,0,1,0,0
1.7826251337082343e-05,0.0380823086248151,0.3694824623755959,11.622166919439415,1.6222207212821387e-09,0,0,1,0,0
1.434287465002197e-05,0.03445583996887678,0.34847050149976816,10.286288241590892,1.2953001843225647e-09,0,0,1,0,0
1.668104509517325e-05,0.038793909228275754,0.361779637677348,11.765811167693837,1.5311045971477008e-09,0,0,1,0,0
1.027807353691345e-05,0.03415385859050166,0.279691468499225,6.269137501539336,9.512840526580046e-10,0,0,1,0,0
1.2389590097522032e-05,0.03954131652367741,0.3374963612579837,8.467174253042664,1.1123407268400307e-09,0,0,1,0,0
1.6533856784182646e-05,0.043217483761646074,0.38760766506170025,11.01928821053318,1.548597816139379e-09,0,0,1,0,0
1.549923555900899e-05,0.044750823788034286,0.3784840609231901,7.970020424968743,1.4137150519259242e-09,0,0,1,0,0
0.00012241339210608304,0.0956163664900258,0.5949433872487925,27.2449900485956,1.120261561698761e-08,0,0,1,0,0
9.551123373825976e-05,0.10179981839302643,0.5599107141852943,24.444254977787942,8.663893963339036e-09,0,0,1,0,0
8.014873971494485e-05,0.08949301748766461,0.513701039796388,21.60824206127093,7.266310454560808e-09,0,0,1,0,0
0.0001287470942582311,0.09905518177754565,0.5934826722635205,28.517013821917303,1.1566221375487881e-08,0,0,1,0,0
0.00010839960889225772,0.10101947939686684,0.5409922971956099,20.485473072145915,9.95294755718625e-09,0,0,1,0,0
8.216740722733237e-05,0.08052040453659168,0.4668926470784997,23.677251939634978,7.318077138614617e-09,1,0,0,0,1
6.226846368676835e-05,0.07382160637694693,0.4598366231178598,20.99966594130557,5.642617641405285e-09,0,0,1,0,0
4.372326588586867e-05,0.07357711566492542,0.4290089099197228,17.24995616393666,3.955968594171162e-09,1,0,0,0,1
6.670450230049418e-05,0.07371064070938559,0.43121522238590837,21.545429640936558,5.9836036770739095e-09,1,0,0,0,1
6.477174898240545e-05,0.08929062421871894,0.385601771682308,16.462745394640375,6.0056645179723756e-09,0,0,1,0,0
1.7286453540886552e-05,0.038178279019370306,0.2633879225138108,14.746459314454565,1.5637726355274872e-09,0,0,1,0,0
1.0534437813559108e-05,0.03322972109447313,0.24481219764441645,12.5525783688473,9.57573772507574e-10,0,0,1,0,0
1.0018400591031398e-05,0.03992982984911139,0.2994809782231507,11.265998463609119,9.179742159236393e-10,0,0,1,0,0
1.3757375495143988e-05,0.03925321937385643,0.3158097301777713,14.621764455283154,1.24723033666787e-09,0,0,1,0,0
9.044982896812165e-06,0.032448003465262665,0.24943094168322266,8.947949507916968,8.2687840748291e-10,0,0,1,0,0
0.0014566051308290606,0.3700578889235441,2.7236478755377145,112.97293986113803,1.3213007321742376e-07,0,0,1,0,0
0.0009088480226998591,0.31029564077240557,1.7332403608921383,89.73984323785119,8.240846701442369e-08,0,0,1,0,0
0.0007437944372173548,0.25923298178457793,1.894424809997567,79.48607738055433,6.800195455850778e-08,0,0,1,0,0
0.0010259261506893715,0.4078480761713348,2.083826100107131,102.85719474322157,9.367063634902747e-08,0,0,1,0,0
0.0012944542105365977,0.313156018430955,2.460384298779346,87.62601439902878,1.1588202193015293e-07,0,0,1,0,0
5.65244218227871e-05,0.07621939542655137,0.47782070711620367,16.755097234363028,5.147189114955667e-09,0,0,1,0,0
6.389222141826062e-05,0.08081637983153347,0.5471903176291024,24.066112165718984,5.861440371088993e-09,0,0,1,0,0
5.953225876005829e-05,0.08935870983169894,0.5156762017094862,24.863595105218206,5.466480882801405e-09,0,0,1,0,0
6.935204911282696e-05,0.08783250993225379,0.49991609438363915,24.27577740890019,6.3106909402662946e-09,0,0,1,0,0
6.536248617849146e-05,0.11090536554900869,0.6341046014245042,25.77644117339122,5.881239434602972e-09,0,0,1,0,0
6.01003603106219e-05,0.08558528283536575,0.5532150658621796,7.9644503993933045,5.5822309376456026e-09,0,0,1,0,0
0.0002964184344784143,0.14072553286513048,1.001301742359542,32.033914344383575,2.7403602505851422e-08,1,0,0,0,1
0.0001385359978560916,0.10375096741477774,0.5436211987048758,26.3605186997889,1.2571716784554831e-08,1,0,0,0,1
9.25316538969763e-05,0.09692193335406663,0.5983102159907611,23.59286830514204,8.489015130694843e-09,1,0,0,0,1
0.0001683801303092605,0.11301934556834894,0.7071506761267847,27.327058876256157,1.530924893332923e-08,1,0,0,0,1
7.051889319273011e-05,0.07143649091757127,0.3793661243787986,21.479851547920497,6.245206408423673e-09,1,0,0,0,1
5.561445510466225e-05,0.050044637216941724,0.29329164492001125,6.229531895463973,4.896181363264699e-09,1,0,0,0,1
0.002130865180101106,0.400871841980512,2.528559623684365,119.2322480690685,1.903828585514197e-07,0,0,1,0,0
0.002547719458166877,0.43420412901700167,2.730845469524247,129.98744866384158,2.2729128812284628e-07,0,0,1,0,0
0.0018285183109364735,0.4024648543735774,2.73381061375947,117.22506040255364,1.650944030803628e-07,0,0,1,0,0
0.001468318083863283,0.4874887767888787,2.583957419578434,103.17282510068034,1.3271238478335282e-07,0,0,1,0,0
0.0018331523680026364,0.4815918492435241,2.9137323666184827,104.30462943196373,1.6666285546982672e-07,0,0,1,0,0
3.605432523438191e-06,0.02092255413667088,0.13560924943722324,6.785769406422447,3.3148487007200815e-10,0,0,1,0,0
3.5341169731483843e-06,0.021538192521427576,0.13908741673749783,6.636133032097532,3.2347342550320656e-10,0,0,1,0,0
2.9209361812970406e-06,0.017371924283012187,0.14846236431483045,5.632361062181939,2.6905626970615854e-10,0,0,0,1,3
2.8452139518487137e-06,0.018970351899962358,0.13329592602279836,5.553483911388261,2.613498273473238e-10,0,0,0,1,3
2.9010901706568077e-06,0.01995883960665975,0.1350835946162507,5.015891293829382,2.640575659617829e-10,0,0,0,1,3
7.44482582234626e-06,0.02365730892222584,0.1543925390290584,7.2208500885359586,6.754178097827513e-10,0,0,1,0,0
6.0456550803578664e-06,0.02755360962172184,0.18755754263731736,6.662460624783108,5.629004191754772e-10,0,0,1,0,0
5.625141760181796e-06,0.023008210295680804,0.17107491422340382,6.958856046426294,5.171596781111294e-10,0,0,1,0,0
6.204980696498395e-06,0.024866135691617587,0.17434170445346964,6.55744934662331,5.696956178059733e-10,0,0,1,0,0
4.375028592854192e-06,0.023679199237539042,0.14193042798591862,5.438564086959506,3.9760740643845815e-10,0,0,1,0,0
5.750321095499357e-06,0.018073174069191608,0.10692456287034452,1.476146013093421,5.314095716040342e-10,0,0,1,0,0
2.676181330715566e-06,0.015295293021009265,0.10049045527136015,4.747746681014021,2.4373651530521617e-10,0,0,1,0,0
2.2606399929437334e-06,0.013107209351146717,0.10265884998214453,4.341037267689166,2.093407481103917e-10,0,0,1,0,0
1.9886832255198653e-06,0.013525222914064026,0.1060309776352665,4.531331522566137,1.7984776567384015e-10,0,0,1,0,0
2.0076140602268407e-06,0.014667637052335567,0.11141023830683074,4.166331840830226,1.7804158617984919e-10,0,0,1,0,0
1.543216035334238e-06,0.013175553551809788,0.09476854520780578,3.6368658621157817,1.406737169887817e-10,0,0,1,0,0
2.313761703164034e-06,0.011103786121061051,0.06667786278471347,0.9742747353676253,2.1619001541857497e-10,0,0,1,0,0
4.975004265694835e-05,0.07600627476047217,0.5195726471733058,21.57756779820608,4.538594213115146e-09,0,0,1,0,0
3.9850322831458045e-05,0.0704901336004872,0.4623981950056509,23.571828333039274,3.656686416561842e-09,0,0,1,0,0
3.56742238578224e-05,0.06087563634406325,0.46732656775359727,22.186883717962722,3.2555293330863353e-09,0,0,1,0,0
3.237190358990859e-05,0.059952669619110305,0.4123593991784311,21.835157085879594,2.9471095121127147e-09,0,0,1,0,0
3.130132147955509e-05,0.0697502817774555,0.39206189802159636,18.738516242007325,2.8382252097137856e-09,0,0,1,0,0
3.548162976884959e-05,0.046620727466474964,0.38278029952242926,4.221057680954641,3.176961818425277e-09,0,0,1,0,0
2.0705464739287858e-05,0.041179901504035984,0.30797813484056374,18.295140508706936,1.8878931725119648e-09,0,0,1,0,0
2.12562148927163e-05,0.04028625814126084,0.3557451064775847,18.383868331274666,1.9285186031196706e-09,0,0,1,0,0
1.572991181917013e-05,0.038441753087431904,0.3142909163024937,17.702322841485902,1.4297832794976682e-09,0,0,1,0,0
1.1926483250301248e-05,0.03270045557161032,0.25916387428625404,12.378134026141758,1.0868787064434345e-09,0,0,1,0,0
7.93591472586246e-06,0.035159912322004744,0.2447384119133964,9.174828644841215,7.214163974243282e-10,0,0,1,0,0
5.265739915065534e-06,0.01978255783635404,0.14247372684079926,2.066212113886218,4.5623842870669603e-10,0,0,1,0,0
2.534897848855918e-07,0.0043284746411624145,0.030081622356076105,1.517355752283168,2.3250310679331605e-11,0,0,1,0,0
2.1620231364031963e-07,0.004220282591776786,0.030692695674514048,1.6423339940644794,1.97172215413061e-11,0,0,1,0,0
1.911285462577738e-07,0.004396607560841087,0.02615655253800305,1.588884234912055,1.7475929619726623e-11,0,0,1,0,0
1.5846809023271685e-07,0.003461085998033407,0.02479651919619649,1.4526070524389785,1.4259496210069338e-11,0,0,1,0,0
1.5041522794152664e-07,0.005038515023289189,0.02638777168360248,1.3811917966462908,1.3620405320861962e-11,0,0,1,0,0
1.9515707567547443e-07,0.0031951081841237574,0.022085963902953705,0.3174954512014664,1.8086162157798832e-11,0,0,1,0,0
2.1734230898326696e-05,0.0446095236403703,0.22200780196663297,3.6911221931740252,1.9022459389916828e-09,0,0,1,0,0
5.085558061403023e-05,0.07836678026813432,0.488038203354543,12.769663707628638,4.530634997923856e-09,0,0,1,0,0
5.02551481150675e-05,0.06778600461915302,0.4033477525126252,12.895891481746748,4.557757044448555e-09,0,0,1,0,0
4.635684460151982e-05,0.061067206938628514,0.3695956972816633,11.732768152201025,4.168186341495273e-09,0,0,1,0,0
4.653973961488873e-05,0.06828476758220452,0.4643965378431139,11.279814852483295,4.169766327685058e-09,0,0,1,0,0
3.935193447595889e-05,0.07454621913388451,0.44031933688128716,11.473132922362376,3.5551803017265507e-09,0,0,1,0,0
4.4196645936824965e-05,0.07248929786468954,0.4311819574073974,11.565558359185939,3.986901684703739e-09,0,0,1,0,0
4.081570085356022e-05,0.06567988703144896,0.4643186955815285,10.737722220008184,3.6677755389600536e-09,0,0,1,0,0
7.193659539044862e-05,0.06481242965503073,0.4150571173132884,6.001575521862098,6.65903980900348e-09,0,0,1,0,0
7.663068742759058e-05,0.07563259576212203,0.4594816942226423,6.447746064769557,7.0528915914785596e-09,0,0,1,0,0
8.303465988825404e-05,0.08012174059988295,0.5841614210918402,18.731055350539993,7.609746036974591e-09,1,0,0,0,1
0.00010322479208401861,0.0984065257610644,0.6945263296280113,20.17131646097406,9.551943439224612e-09,1,0,0,0,1
0.0001013024069274091,0.08329225909418195,0.6157509100716196,17.54406928844851,9.333746780372807e-09,1,0,0,0,1
9.681411901229832e-05,0.08949825800996554,0.5955485735617989,17.747201383050342,8.958303808686962e-09,1,0,0,0,1
8.905837989016158e-05,0.09296702125884898,0.5329802704445115,18.084647868845206,8.10678221325213e-09,1,0,0,0,1
7.965285884101823e-05,0.08823828318328322,0.5753743802174629,18.19781703504876,7.347495238395385e-09,1,0,0,0,1
9.361446217076749e-05,0.09551288405054442,0.5665708212730026,16.145360739272473,8.53903708009399e-09,0,0,1,0,0
0.00012212292295394874,0.08035159847236378,0.6053974800428196,9.30403271220264,1.1540410078081214e-08,0,0,1,0,0
8.217350281673443e-05,0.11880747677989353,0.6964734873201089,13.073327778628036,7.561588093728784e-09,0,0,1,0,0
9.184344887320913e-05,0.12374273544770212,0.8220437444297757,36.23655964570761,8.348585433915913e-09,0,1,0,0,2
9.261406227942365e-05,0.09766248555100257,1.1375306478117995,38.94030322914683,8.498921784616119e-09,0,1,0,0,2
8.382002632248524e-05,0.10008763067505255,0.8152728325138192,33.37149146972181,7.699941407546378e-09,0,1,0,0,2
8.622014595258427e-05,0.10797948940192442,0.7762496937154951,33.58394193753202,7.77753488295328e-09,0,1,0,0,2
8.74162620242044e-05,0.08584269021436841,1.2282324421175421,34.851449696537884,7.812731014546094e-09,0,1,0,0,2
0.00010142226015112232,0.11663492900234713,1.2489415207518757,35.0957209215252,9.267684365695711e-09,0,1,0,0,2
8.684654126393957e-05,0.09457108626408522,1.0220004856532112,34.235650908719094,7.814059607243333e-09,0,1,0,0,2
8.768716596835428e-05,0.08927382098654565,0.9144914867007917,13.813681111026389,8.141839042071944e-09,0,1,0,0,2
5.470195187128318e-07,0.0052689920393791745,0.040272115502019944,0.8733394134945233,4.948762373029934e-11,0,0,1,0,0
1.2322091766937048e-06,0.01107823793971502,0.0881166218579366,2.5803150518969606,1.1117574745091596e-10,0,0,1,0,0
1.1385208396889026e-06,0.010302631303107716,0.09225721838465466,2.5718356435740244,1.0507309074125787e-10,0,0,1,0,0
1.1524362985405001e-06,0.012204490512051315,0.10042827996106025,2.4346144977328414,1.0296137201072387e-10,0,0,1,0,0
1.0467409485854073e-06,0.00991307883945789,0.08254824609475547,2.269103051335894,9.449030811291701e-11,0,0,1,0,0
1.0018715168569802e-06,0.009558675992332732,0.07603558671421734,2.433362834458667,9.220053114203492e-11,0,0,1,0,0
1.148772284903529e-06,0.00977970086141139,0.08202623364163295,2.4693750236513434,1.0577228205920373e-10,0,0,1,0,0
9.652264812532204e-07,0.010205441424727537,0.07422599947808992,2.218205065226338,8.758901903525828e-11,0,0,1,0,0
1.4900833752858961e-06,0.008346584403705826,0.07987297669875276,1.1264957971553247,1.3910221369680037e-10,0,0,1,0,0
9.739832154772012e-06,0.0351919561223017,0.160093554217029,2.388593944953307,8.997624704717949e-10,0,0,1,0,0
1.3615133270356105e-05,0.03472498297246659,0.24386553684374335,7.652001470490069,1.224696063570183e-09,0,0,1,0,0
1.322996250312836e-05,0.03705842420851671,0.2208620604745211,7.24640245549645,1.2308908278535681e-09,0,0,1,0,0
1.572807585033896e-05,0.0360332387737055,0.2449872260400218,7.327930760033347,1.438983523074095e-09,0,0,1,0,0
1.354846702927464e-05,0.035022819505028724,0.2280559679957339,6.859184368387354,1.2278147776677005e-09,0,0,1,0,0
1.2470093628801465e-05,0.03444373987742429,0.24496141286031684,6.9515642915922955,1.1602274374134974e-09,0,0,1,0,0
1.1752924229679781e-05,0.03499978825926188,0.22083084517731288,7.022017312785626,1.070222735817301e-09,0,0,1,0,0
1.239807454093263e-05,0.03397553402634575,0.2334352800331272,6.815368986651694,1.129801863280778e-09,0,0,1,0,0
1.810655615596643e-05,0.031545061867766476,0.2510964149259131,3.5915593151574017,1.6355760670698987e-09,0,0,1,0,0
0.0038614868077101534,0.6367840944912888,7.206398487219859,164.6728730448524,3.512547775241824e-07,0,0,1,0,0
0.00476886275427097,0.5471043918347566,6.915585715604894,159.07368777776858,4.430308393859432e-07,0,0,1,0,0
0.004290288216574312,0.6746575638267449,7.872806420555354,157.9192207357618,3.9719381493666395e-07,0,0,1,0,0
0.004744277722209921,0.5890608366984273,7.218103030660239,197.28108853670628,4.3575827418870414e-07,0,0,1,0,0
0.004418420910232219,0.666504727749649,8.588188228173689,159.01819575545275,4.0677695211459647e-07,0,0,1,0,0
0.0044274416826193905,0.6403850978148498,7.660213445569991,168.41708886427247,4.0672040032339316e-07,0,0,1,0,0
0.003479575825237866,0.5579027345569867,6.843267432796445,143.81672712711625,3.2251863343304006e-07,0,0,1,0,0
0.004096257585943183,0.6340833207938971,6.789252243714065,147.10474552252265,3.787829349593537e-07,0,1,0,0,2
0.003907286998718509,0.5903143373123263,7.57823228435044,144.62185500983998,3.6135723041180377e-07,0,1,0,0,2
0.004553248760653311,0.5333598859410777,7.2150161780893844,153.39244088289047,4.147714689817444e-07,0,1,0,0,2
0.003869183843155396,0.5066634022827636,6.766294808013094,132.58194834665153,3.5943084573080783e-07,0,1,0,0,2
0.0025195870568223357,0.352189673103127,4.287477959400102,50.10751973375907,2.4235694644186034e-07,0,0,1,0,0
0.0038782854659659893,0.6107458501023174,10.015437784255749,195.46150642343045,3.502939094830714e-07,0,0,1,0,0
0.004047980728557199,0.6711971422088439,8.998324432388765,184.66337056088886,3.7114891302330835e-07,0,0,1,0,0
0.004123955997771647,0.6220613854938398,9.248168454672973,204.17172592707522,3.818553894799343e-07,1,0,0,0,1
0.004411899147431892,0.6415955013096049,8.617378677556939,200.8592359725404,4.0975199704664205e-07,1,0,0,0,1
0.004600444456578842,0.666137812427986,9.5577739535015,186.48418479072726,4.24836980005963e-07,0,0,1,0,0
0.003849113414170265,0.6226019956060176,8.636205021014213,187.36460684868155,3.563633268669907e-07,0,0,1,0,0
0.005132224918345595,0.665727329383934,9.742088351751097,230.64709715762731,4.812524927957698e-07,0,0,1,0,0
0.005426253014636067,0.6755191740417856,9.9601134179947,247.74155922731072,4.999099064271921e-07,0,0,1,0,0
0.00519749156221799,0.7330162725691365,9.903467296565374,239.44280511983467,4.806428710190534e-07,0,0,1,0,0
0.005122863806215428,0.6933581705570193,10.10514541240226,241.82442727509513,4.62447545586572e-07,0,0,1,0,0
0.0034128137674488087,0.449406818576463,6.790875909831693,68.4523096821983,3.220811777428045e-07,0,0,1,0,0
0.004447140739284648,0.6011638289349921,7.268251819176124,116.205179701395,4.1656805092093916e-07,0,1,0,0,2
0.004201290218635642,0.6011625668374596,6.144856269649299,143.0449930136976,3.9547685952211887e-07,0,1,0,0,2
0.004783744181564171,0.618458018551451,7.374454584023802,140.20205914359207,4.442576025535095e-07,0,0,1,0,0
0.004793836435176222,0.6282843111537012,7.024537716580615,129.07918385073933,4.5131927288350725e-07,0,1,0,0,2
0.004154019927649489,0.5776007127702165,7.831731993886796,122.02698239871717,3.8611580082735857e-07,0,1,0,0,2
0.0040208645256826665,0.5982185609762354,7.40700140805355,117.18323338925886,3.796381156694459e-07,0,1,0,0,2
0.003063442564893965,0.5756967224212646,6.525489936350398,103.83114940633337,2.8836616920322285e-07,0,1,0,0,2
0.003241669884514876,0.5724230737236606,7.301718259873716,105.24721529430748,2.9974387490000425e-07,0,1,0,0,2
0.0031332641049877583,0.5726689299991023,6.4577435090361375,95.89940058675921,2.9093694342742014e-07,0,1,0,0,2
0.003048071323869468,0.532517475048127,7.048272145940736,102.8932387733368,2.763372585084374e-07,0,0,1,0,0
0.0032824561838425185,0.5778807346122812,7.257323903802746,105.17770574173692,2.9922362697374217e-07,0,1,0,0,2
0.0028037086765436126,0.5006879019488507,5.773394151504003,87.73622270379565,2.5896662470628056e-07,0,0,1,0,0
0.0028006844621338814,0.45685155727909804,6.623556491780581,92.72360217440928,2.579146945889514e-07,0,0,1,0,0
0.003179395526837028,0.5795389487475722,7.342763658221594,100.3951707987405,2.9846978893266657e-07,0,1,0,0,2
0.0028324465037738206,0.5642058626546997,7.260510249045416,96.9248640753171,2.656473566007184e-07,0,0,1,0,0
0.0011423024419456784,0.33311641579313167,2.1653029528128194,106.0770288997083,1.03559604687525e-07,0,1,0,0,2
0.0014403597209931816,0.3674806484177646,2.521547650555556,122.41213825848472,1.3186786049211597e-07,0,1,0,0,2
0.001456732163845804,0.38192268690968945,2.681257677169358,137.77088740415775,1.3491865907145562e-07,0,1,0,0,2
0.000936406027891818,0.37832633543014427,2.15653325459206,126.71410838425574,8.504811829427715e-08,0,0,1,0,0
0.0006355198467311496,0.21593264407561547,1.6600564361462289,41.18950081663423,5.8508694507300486e-08,0,0,1,0,0
